,Month,Day,Day Of Week,Airline,Origin Airport Delay Rate,Destination Airport Delay Rate,Scheduled Time,Distance,Scheduled Departure Hour,Scheduled Departure Minute,Arrival Delay
17981,1,2,5,EV,0.0,0.0,167,1117,15,40,-16.0
17982,1,3,6,UA,0.0,0.5013150973172015,150,862,14,30,24.0
17983,1,2,5,AA,0.0,0.51004702864472,230,1660,14,0,-6.0
17984,1,4,7,AA,0.0,0.51004702864472,125,813,12,0,0.0
17985,1,4,7,US,0.0,0.0,112,601,10,50,10.0
17986,1,5,1,MQ,0.0,0.51004702864472,130,622,17,20,79.0
17987,1,5,1,B6,0.0,0.0,94,496,18,45,-10.0
17988,1,2,5,AA,0.5182724252491694,0.0,201,1089,17,0,9.0
17989,1,5,1,EV,0.0,0.0,160,1075,15,9,11.0
17990,1,3,6,WN,0.0,0.0,120,528,6,0,-7.0
17991,1,3,6,AA,0.5535870516185477,0.0,185,1171,11,30,14.0
17992,1,3,6,DL,0.0,0.0,82,425,12,28,23.0
17993,1,2,5,EV,0.0,0.0,98,448,12,5,-4.0
17994,1,6,2,DL,0.5671476137624861,0.0,172,762,7,59,-8.0
17995,1,5,1,AA,0.0,0.51004702864472,215,1217,14,5,49.0
17996,1,4,7,OO,0.6024960169941582,0.0,181,1024,8,39,80.0
17997,1,6,2,EV,0.0,0.0,69,223,15,41,0.0
17998,1,1,4,WN,0.0,0.0,65,273,12,25,32.0
17999,1,6,2,EV,0.6091626479614204,0.55,100,466,20,5,64.0
18000,1,2,5,DL,0.0,0.0,63,214,8,30,-5.0
18001,1,3,6,UA,0.6024960169941582,0.0,210,1546,19,4,106.0
18002,1,1,4,WN,0.0,0.0,160,879,19,55,10.0
18003,1,6,2,OO,0.0,0.0,88,363,10,5,-9.0
18004,1,2,5,AA,0.0,0.51004702864472,110,592,14,50,21.0
18005,1,4,7,AA,0.5535870516185477,0.0,60,237,19,40,173.0
18006,1,2,5,WN,0.0,0.0,90,406,21,45,96.0
18007,1,2,5,DL,0.0,0.5909090909090909,169,1080,7,0,-21.0
18008,1,6,2,NK,0.5263157894736842,0.0,150,956,7,0,46.0
18009,1,1,4,MQ,0.7027027027027027,0.5669613974552512,65,135,8,35,30.0
18010,1,5,1,B6,0.0,0.5909090909090909,160,1035,18,0,122.0
18011,1,2,5,EV,0.0,0.0,52,147,11,20,1.0
18012,1,6,2,EV,0.0,0.0,59,143,13,10,-14.0
18013,1,3,6,WN,0.0,0.0,95,534,13,20,38.0
18014,1,4,7,DL,0.5259433962264151,0.0,111,447,8,20,-15.0
18015,1,5,1,DL,0.0,0.0,110,456,18,0,38.0
18016,1,1,4,HA,0.0,0.0,44,163,12,6,-1.0
18017,1,1,4,WN,0.0,0.0,50,148,10,35,-3.0
18018,1,6,2,AA,0.0,0.51004702864472,202,1121,11,45,138.0
18019,1,4,7,EV,0.0,0.0,107,674,18,15,-2.0
18020,1,2,5,EV,0.0,0.5013150973172015,86,391,13,24,18.0
18021,1,7,3,EV,0.0,0.5669613974552512,87,315,8,45,44.0
18022,1,5,1,EV,0.0,0.0,95,419,12,26,54.0
18023,1,5,1,WN,0.0,0.0,80,417,7,15,-2.0
18024,1,2,5,AS,0.0,0.0,125,626,8,35,25.0
18025,1,3,6,MQ,0.6091626479614204,0.6521739130434783,58,212,14,40,33.0
18026,1,5,1,UA,0.0,0.0,95,337,11,10,-25.0
18027,1,7,3,WN,0.0,0.0,95,456,10,0,0.0
18028,1,3,6,DL,0.5222222222222223,0.0,68,151,6,50,0.0
18029,1,3,6,UA,0.6024960169941582,0.0,137,862,18,56,50.0
18030,1,4,7,AS,0.0,0.0,174,1050,14,15,4.0
18031,1,4,7,WN,0.0,0.0,85,404,8,30,21.0
18032,1,4,7,WN,0.0,0.0,190,1139,7,40,-16.0
18033,1,3,6,AA,0.5535870516185477,0.0,163,1121,15,15,27.0
18034,1,7,3,OO,0.6363636363636364,0.0,103,304,8,0,44.0
18035,1,4,7,WN,0.0,0.0,155,867,10,45,20.0
18036,1,1,4,NK,0.0,0.0,65,258,13,31,-6.0
18037,1,3,6,WN,0.54375,0.0,70,306,18,10,4.0
18038,1,5,1,OO,0.0,0.0,135,599,6,10,-5.0
18039,1,6,2,US,0.0,0.0,84,399,19,30,21.0
18040,1,2,5,HA,0.0,0.0,42,163,6,14,5.0
18041,1,5,1,AA,0.0,0.0,178,964,7,0,1.0
18042,1,1,4,MQ,0.0,0.0,162,859,18,30,1.0
18043,1,1,4,US,0.0,0.0,211,1276,11,20,7.0
18044,1,2,5,AA,0.5535870516185477,0.0,130,918,18,45,71.0
18045,1,5,1,WN,0.0,0.0,75,342,19,10,-13.0
18046,1,4,7,US,0.0,0.0,75,328,22,25,-8.0
18047,1,4,7,B6,0.0,0.0,205,1121,16,50,23.0
18048,1,1,4,DL,0.0,0.0,339,2218,10,1,-5.0
18049,1,1,4,AA,0.6091626479614204,0.51004702864472,145,802,21,15,24.0
18050,1,4,7,UA,0.0,0.5669613974552512,243,1744,16,0,37.0
18051,1,2,5,WN,0.0,0.0,105,646,9,40,2.0
18052,1,5,1,WN,0.0,0.0,135,806,11,25,3.0
18053,1,5,1,WN,0.0,0.0,135,802,16,30,-2.0
18054,1,5,1,DL,0.0,0.5794392523364486,65,196,19,40,94.0
18055,1,3,6,EV,0.0,0.5245901639344263,91,429,16,6,119.0
18056,1,5,1,US,0.0,0.0,89,366,12,5,6.0
18057,1,5,1,WN,0.0,0.0,145,937,13,40,1.0
18058,1,3,6,DL,0.0,0.0,120,516,8,10,-2.0
18059,1,4,7,UA,0.0,0.0,261,1504,15,25,92.0
18060,1,2,5,DL,0.6091626479614204,0.0,120,606,19,15,8.0
18061,1,1,4,DL,0.0,0.0,68,214,16,31,-10.0
18062,1,1,4,WN,0.0,0.0,65,272,14,35,19.0
18063,1,4,7,OO,0.0,0.5013150973172015,143,850,8,37,-10.0
18064,1,6,2,EV,0.0,0.0,116,508,11,5,-4.0
18065,1,7,3,EV,0.0,0.0,106,429,6,25,-36.0
18066,1,6,2,NK,0.0,0.5669613974552512,152,925,6,15,37.0
18067,1,7,3,WN,0.0,0.0,120,759,6,55,-4.0
18068,1,1,4,WN,0.5681016231474947,0.0,110,611,16,35,-21.0
18069,1,5,1,B6,0.0,0.5455043859649122,175,1065,13,34,-8.0
18070,1,3,6,EV,0.0,0.0,158,1075,9,0,-20.0
18071,1,6,2,OO,0.6024960169941582,0.6912751677852349,45,125,17,30,-3.0
18072,1,3,6,AA,0.5182724252491694,0.0,400,2586,19,45,38.0
18073,1,2,5,OO,0.651685393258427,0.0,141,784,16,29,85.0
18074,1,1,4,OO,0.0,0.0,110,525,11,10,-20.0
18075,1,3,6,WN,0.0,0.0,165,1256,14,20,-9.0
18076,1,2,5,UA,0.0,0.0,161,1091,15,57,66.0
18077,1,1,4,UA,0.0,0.5455043859649122,310,2454,21,0,-38.0
18078,1,1,4,DL,0.5182724252491694,0.0,196,1005,18,45,-22.0
18079,1,2,5,AA,0.5535870516185477,0.0,85,432,21,0,20.0
18080,1,3,6,EV,0.6091626479614204,0.0,86,315,17,30,50.0
18081,1,2,5,DL,0.0,0.0,95,444,15,0,144.0
18082,1,2,5,WN,0.0,0.0,140,763,8,10,-6.0
18083,1,5,1,B6,0.0,0.0,153,1005,11,20,-2.0
18084,1,3,6,WN,0.0,0.0,155,777,16,40,91.0
18085,1,2,5,DL,0.0,0.0,95,516,19,35,-12.0
18086,1,2,5,EV,0.0,0.0,88,448,6,20,-9.0
18087,1,7,3,WN,0.0,0.0,220,1184,6,55,0.0
18088,1,4,7,AA,0.0,0.5669613974552512,245,1723,12,15,52.0
18089,1,2,5,OO,0.0,0.0,54,109,11,40,-10.0
18090,1,6,2,EV,0.0,0.0,136,689,7,30,-13.0
18091,1,2,5,DL,0.0,0.0,125,594,17,45,20.0
18092,1,6,2,WN,0.0,0.0,205,1130,7,40,-15.0
18093,1,3,6,EV,0.0,0.0,95,458,17,44,119.0
18094,1,1,4,WN,0.0,0.0,235,1476,18,55,3.0
18095,1,4,7,UA,0.0,0.0,247,1874,23,59,-25.0
18096,1,2,5,AA,0.0,0.51004702864472,200,1067,9,0,-1.0
18097,1,5,1,AS,0.0,0.0,37,93,6,40,2.0
18098,1,1,4,WN,0.0,0.0,80,337,16,25,10.0
18099,1,1,4,UA,0.0,0.0,79,337,15,13,25.0
18100,1,4,7,WN,0.5414123801220575,0.0,165,920,14,50,95.0
18101,1,2,5,DL,0.0,0.0,156,874,19,45,-10.0
18102,1,3,6,DL,0.0,0.0,108,515,7,5,-1.0
18103,1,2,5,UA,0.6091626479614204,0.5909090909090909,129,733,8,0,-27.0
18104,1,4,7,NK,0.0,0.51004702864472,149,731,17,30,21.0
18105,1,6,2,US,0.0,0.0,247,1849,9,55,-7.0
18106,1,5,1,MQ,0.0,0.51004702864472,125,622,11,5,21.0
18107,1,6,2,NK,0.0,0.0,160,854,12,50,46.0
18108,1,5,1,WN,0.0,0.0,160,1073,10,40,-15.0
18109,1,1,4,OO,0.0,0.0,95,370,14,50,-5.0
18110,1,1,4,OO,0.0,0.0,45,109,18,20,95.0
18111,1,1,4,AA,0.6091626479614204,0.0,235,1514,21,25,15.0
18112,1,2,5,MQ,0.6091626479614204,0.7647058823529411,43,135,21,25,1.0
18113,1,3,6,EV,0.0,0.0,54,170,5,35,-9.0
18114,1,6,2,EV,0.6091626479614204,0.0,94,409,13,45,49.0
18115,1,1,4,UA,0.0,0.5460992907801419,65,191,9,14,37.0
18116,1,3,6,AS,0.0,0.0,290,2086,10,40,-1.0
18117,1,2,5,AA,0.5535870516185477,0.0,270,2165,16,40,26.0
18118,1,1,4,US,0.0,0.0,82,366,18,5,64.0
18119,1,5,1,EV,0.5535870516185477,0.0,75,383,16,15,45.0
18120,1,5,1,UA,0.0,0.5455043859649122,202,1400,17,40,32.0
18121,1,1,4,MQ,0.0,0.5909090909090909,95,461,10,10,-1.0
18122,1,2,5,US,0.5414123801220575,0.0,179,980,11,25,-3.0
18123,1,2,5,AS,0.0,0.0,60,224,16,0,26.0
18124,1,4,7,EV,0.0,0.5191489361702127,126,667,14,36,1.0
18125,1,6,2,HA,0.0,0.0,51,216,10,33,-8.0
18126,1,1,4,AA,0.0,0.0,62,192,21,15,15.0
18127,1,3,6,DL,0.0,0.0,150,907,16,22,15.0
18128,1,6,2,WN,0.0,0.0,85,369,7,0,37.0
18129,1,2,5,US,0.0,0.0,77,331,17,50,74.0
18130,1,3,6,OO,0.0,0.0,112,574,16,27,-2.0
18131,1,3,6,NK,0.0,0.8333333333333334,188,1334,21,49,43.0
18132,1,2,5,AA,0.6091626479614204,0.0,65,258,18,45,51.0
18133,1,3,6,AA,0.0,0.0,269,2174,22,0,-2.0
18134,1,5,1,UA,0.0,0.0,184,1009,9,10,-15.0
18135,1,5,1,AS,0.0,0.0,338,2417,9,10,-12.0
18136,1,4,7,WN,0.0,0.0,125,697,13,20,13.0
18137,1,7,3,OO,0.0,0.5460992907801419,172,1211,9,13,20.0
18138,1,1,4,WN,0.0,0.0,130,879,20,30,23.0
18139,1,6,2,AA,0.5535870516185477,0.0,119,761,13,5,-11.0
18140,1,4,7,WN,0.0,0.0,70,338,13,0,46.0
18141,1,6,2,MQ,0.5535870516185477,0.0,109,641,10,55,5.0
18142,1,6,2,WN,0.5681016231474947,0.0,85,402,21,30,49.0
18143,1,2,5,OO,0.0,0.0,80,351,18,40,27.0
18144,1,2,5,WN,0.0,0.0,180,861,10,40,2.0
18145,1,5,1,OO,0.6024960169941582,0.5460992907801419,132,794,8,4,-7.0
18146,1,3,6,MQ,0.5535870516185477,0.0,73,408,21,10,101.0
18147,1,6,2,EV,0.0,0.0,90,429,7,25,-1.0
18148,1,5,1,UA,0.0,0.0,173,1222,0,5,46.0
18149,1,4,7,B6,0.0,0.5909090909090909,164,1035,10,45,4.0
18150,1,1,4,OO,0.6091626479614204,0.0,80,342,13,10,-5.0
18151,1,1,4,DL,0.0,0.0,123,684,7,15,-13.0
18152,1,3,6,OO,0.0,0.0,85,451,19,45,-2.0
18153,1,4,7,US,0.0,0.0,273,1773,0,20,14.0
18154,1,3,6,DL,0.0,0.0,111,545,19,55,8.0
18155,1,7,3,B6,0.0,0.0,72,228,8,41,32.0
18156,1,1,4,MQ,0.5259433962264151,0.5669613974552512,95,296,8,15,-16.0
18157,1,5,1,EV,0.0,0.51004702864472,170,946,16,35,32.0
18158,1,3,6,UA,0.0,0.0,219,1346,14,36,84.0
18159,1,3,6,OO,0.6024960169941582,0.5608465608465608,144,1015,10,5,29.0
18160,1,5,1,WN,0.0,0.0,160,907,15,55,28.0
18161,1,1,4,NK,0.0,0.0,116,594,14,45,4.0
18162,1,4,7,AS,0.0,0.0,141,867,13,30,-10.0
18163,1,4,7,EV,0.0,0.0,100,501,18,2,15.0
18164,1,1,4,UA,0.0,0.5013150973172015,155,862,19,15,58.0
18165,1,6,2,OO,0.0,0.5013150973172015,140,844,6,0,1.0
18166,1,6,2,MQ,0.5959595959595959,0.5669613974552512,138,557,7,7,-16.0
18167,1,1,4,HA,0.0,0.0,43,163,19,2,-2.0
18168,1,6,2,WN,0.0,0.0,145,787,20,30,2.0
18169,1,3,6,WN,0.0,0.0,70,258,13,25,-6.0
18170,1,2,5,WN,0.0,0.0,160,813,18,50,53.0
18171,1,6,2,DL,0.0,0.0,180,1069,12,15,-14.0
18172,1,4,7,DL,0.0,0.0,132,689,20,10,-1.0
18173,1,3,6,US,0.0,0.0,160,930,6,50,-8.0
18174,1,4,7,NK,0.5263157894736842,0.0,143,824,17,52,96.0
18175,1,6,2,F9,0.0,0.5013150973172015,129,680,10,25,3.0
18176,1,3,6,DL,0.5356359649122807,0.0,117,528,13,45,21.0
18177,1,6,2,MQ,0.5535870516185477,0.0,98,622,20,45,46.0
18178,1,2,5,MQ,0.6091626479614204,0.0,63,235,22,15,-4.0
18179,1,5,1,WN,0.0,0.0,200,1204,7,20,3.0
18180,1,3,6,EV,0.0,0.0,108,463,10,58,-8.0
18181,1,5,1,F9,0.0,0.5013150973172015,78,391,16,10,12.0
18182,1,4,7,DL,0.0,0.5460992907801419,156,1087,20,5,-4.0
18183,1,6,2,OO,0.651685393258427,0.0,142,784,16,42,1.0
18184,1,5,1,MQ,0.5259433962264151,0.5909090909090909,105,479,8,15,134.0
18185,1,6,2,WN,0.0,0.0,130,669,15,40,6.0
18186,1,1,4,DL,0.0,0.0,167,954,17,45,-8.0
18187,1,2,5,HA,0.0,0.0,44,163,12,6,29.0
18188,1,6,2,MQ,0.6091626479614204,0.5794392523364486,104,462,15,25,102.0
18189,1,2,5,VX,0.0,0.0,85,421,17,0,-11.0
18190,1,4,7,EV,0.0,0.0,106,489,14,52,27.0
18191,1,3,6,DL,0.5655172413793104,0.0,130,707,6,0,24.0
18192,1,4,7,DL,0.0,0.0,71,214,9,59,2.0
18193,1,4,7,VX,0.0,0.0,285,2342,10,15,2.0
18194,1,4,7,WN,0.0,0.0,290,1849,16,50,-11.0
18195,1,3,6,OO,0.0,0.5669613974552512,64,174,6,0,-16.0
18196,1,2,5,US,0.0,0.5455043859649122,270,2133,16,30,-26.0
18197,1,4,7,MQ,0.6091626479614204,0.5642857142857143,53,108,11,50,175.0
18198,1,5,1,HA,0.0,0.0,39,100,14,0,3.0
18199,1,3,6,DL,0.0,0.0,93,444,9,15,-3.0
18200,1,6,2,WN,0.5788461538461539,0.0,80,317,18,55,30.0
18201,1,5,1,DL,0.0,0.0,119,588,21,55,-14.0
18202,1,3,6,UA,0.0,0.5013150973172015,245,1452,19,5,29.0
18203,1,7,3,US,0.0,0.0,119,621,8,20,-25.0
18204,1,3,6,DL,0.0,0.0,102,425,19,5,82.0
18205,1,5,1,AA,0.0,0.51004702864472,200,1119,14,45,8.0
18206,1,3,6,AA,0.0,0.5294117647058824,135,748,8,30,12.0
18207,1,5,1,OO,0.0,0.5013150973172015,154,948,13,18,3.0
18208,1,4,7,DL,0.0,0.0,160,983,12,10,-17.0
18209,1,6,2,UA,0.0,0.0,80,305,12,18,29.0
18210,1,5,1,UA,0.0,0.0,194,1379,13,48,27.0
18211,1,6,2,AA,0.0,0.51004702864472,168,1205,11,2,-10.0
18212,1,4,7,DL,0.0,0.0,115,761,10,17,7.0
18213,1,3,6,OO,0.0,0.5669613974552512,93,342,6,0,-18.0
18214,1,3,6,DL,0.5356359649122807,0.5013150973172015,203,1123,12,10,18.0
18215,1,3,6,MQ,0.5182724252491694,0.0,78,213,9,0,-10.0
18216,1,3,6,OO,0.5959595959595959,0.5013150973172015,127,627,17,8,58.0
18217,1,5,1,DL,0.0,0.5455043859649122,134,746,12,45,-18.0
18218,1,5,1,WN,0.0,0.0,125,591,21,30,5.0
18219,1,3,6,DL,0.0,0.0,76,271,21,50,44.0
18220,1,6,2,WN,0.0,0.0,260,1618,12,45,-11.0
18221,1,2,5,MQ,0.6333333333333333,0.5669613974552512,75,122,14,30,23.0
18222,1,6,2,WN,0.0,0.0,250,1986,15,0,-14.0
18223,1,6,2,EV,0.0,0.5245901639344263,91,429,19,0,-3.0
18224,1,7,3,WN,0.0,0.0,125,763,8,35,15.0
18225,1,5,1,F9,0.0,0.0,170,1025,7,0,87.0
18226,1,4,7,WN,0.0,0.5013150973172015,150,770,19,45,32.0
18227,1,1,4,F9,0.6024960169941582,0.0,192,1533,12,45,-21.0
18228,1,5,1,EV,0.0,0.0,153,820,15,29,29.0
18229,1,3,6,OO,0.0,0.0,83,250,8,55,-14.0
18230,1,3,6,OO,0.0,0.0,77,236,10,1,5.0
18231,1,2,5,AS,0.0,0.0,180,1107,19,25,19.0
18232,1,5,1,MQ,0.0,0.51004702864472,195,987,18,0,100.0
18233,1,4,7,EV,0.0,0.0,113,399,13,48,64.0
18234,1,6,2,WN,0.0,0.0,75,337,21,15,10.0
18235,1,2,5,OO,0.0,0.5013150973172015,154,916,5,45,44.0
18236,1,1,4,US,0.0,0.0,95,449,7,30,-7.0
18237,1,6,2,DL,0.0,0.0,118,696,16,57,-12.0
18238,1,3,6,DL,0.0,0.5909090909090909,159,1020,9,5,-1.0
18239,1,6,2,US,0.0,0.0,154,951,11,55,86.0
18240,1,1,4,WN,0.0,0.5460992907801419,65,248,16,30,61.0
18241,1,4,7,EV,0.0,0.0,133,871,20,12,52.0
18242,1,1,4,UA,0.0,0.0,145,787,11,25,8.0
18243,1,2,5,DL,0.0,0.0,120,516,18,20,6.0
18244,1,1,4,NK,0.0,0.0,217,1535,9,17,-4.0
18245,1,4,7,B6,0.0,0.0,245,1674,3,30,92.0
18246,1,1,4,US,0.0,0.0,73,304,21,5,10.0
18247,1,3,6,WN,0.0,0.0,90,480,17,25,65.0
18248,1,6,2,UA,0.0,0.0,69,305,7,27,-5.0
18249,1,1,4,AS,0.0,0.0,159,978,12,25,-8.0
18250,1,1,4,DL,0.0,0.0,240,1487,11,35,2.0
18251,1,3,6,EV,0.0,0.0,100,456,13,30,-22.0
18252,1,1,4,US,0.0,0.0,102,507,11,30,0.0
18253,1,2,5,HA,0.0,0.0,45,201,15,10,13.0
18254,1,4,7,US,0.0,0.0,89,366,9,50,-7.0
18255,1,5,1,WN,0.0,0.0,90,460,12,50,3.0
18256,1,4,7,WN,0.0,0.0,135,601,9,55,-11.0
18257,1,3,6,MQ,0.5866666666666667,0.51004702864472,50,134,14,25,40.0
18258,1,1,4,AA,0.5535870516185477,0.0,145,985,14,15,-3.0
18259,1,6,2,NK,0.6024960169941582,0.0,159,1123,19,59,-2.0
18260,1,6,2,US,0.5535870516185477,0.0,157,868,6,0,-13.0
18261,1,6,2,MQ,0.5535870516185477,0.8235294117647058,69,270,16,0,21.0
18262,1,2,5,AA,0.0,0.0,163,946,6,0,-10.0
18263,1,3,6,AA,0.5535870516185477,0.0,55,175,9,45,0.0
18264,1,5,1,EV,0.0,0.0,98,508,15,23,-2.0
18265,1,6,2,DL,0.5260416666666666,0.0,110,408,7,20,84.0
18266,1,3,6,US,0.0,0.0,126,631,11,50,-2.0
18267,1,6,2,US,0.5444444444444444,0.0,102,427,7,0,10.0
18268,1,2,5,WN,0.0,0.0,145,696,17,45,-9.0
18269,1,7,3,F9,0.0,0.5013150973172015,107,602,6,3,519.0
18270,1,3,6,DL,0.0,0.5212765957446809,99,453,21,7,13.0
18271,1,3,6,US,0.0,0.0,356,2979,23,0,-10.0
18272,1,3,6,WN,0.0,0.0,80,337,16,25,11.0
18273,1,4,7,DL,0.5671476137624861,0.0,195,1035,14,20,-10.0
18274,1,3,6,WN,0.0,0.0,60,197,16,10,-7.0
18275,1,6,2,UA,0.6091626479614204,0.0,289,1846,7,1,-10.0
18276,1,6,2,OO,0.0,0.0,57,224,14,43,30.0
18277,1,2,5,OO,0.6024960169941582,0.0,126,649,8,11,93.0
18278,1,3,6,DL,0.0,0.0,67,290,13,51,-2.0
18279,1,3,6,AA,0.5535870516185477,0.5013150973172015,120,641,14,30,45.0
18280,1,6,2,OO,0.6091626479614204,0.0,79,296,13,20,-5.0
18281,1,5,1,OO,0.0,0.0,82,358,11,45,-17.0
18282,1,2,5,EV,0.5356359649122807,0.5608465608465608,61,120,10,14,-24.0
18283,1,4,7,WN,0.5444444444444444,0.0,105,516,5,45,-21.0
18284,1,6,2,US,0.0,0.0,134,861,6,30,0.0
18285,1,3,6,EV,0.0,0.0,111,476,12,20,-8.0
18286,1,2,5,WN,0.0,0.5460992907801419,165,1211,9,30,-5.0
18287,1,3,6,WN,0.0,0.0,100,491,13,20,175.0
18288,1,2,5,DL,0.5356359649122807,0.0,130,594,20,0,29.0
18289,1,7,3,EV,0.6091626479614204,0.0,80,235,7,55,118.0
18290,1,7,3,DL,0.5182724252491694,0.0,190,1028,8,0,-9.0
18291,1,5,1,EV,0.0,0.0,116,562,11,34,10.0
18292,1,6,2,B6,0.0,0.0,162,1056,17,47,115.0
18293,1,4,7,DL,0.0,0.5909090909090909,166,1183,12,0,4.0
18294,1,4,7,AA,0.0,0.0,191,1258,20,5,21.0
18295,1,4,7,WN,0.0,0.5387205387205387,75,342,8,40,5.0
18296,1,2,5,AS,0.0,0.0,60,224,17,45,11.0
18297,1,2,5,EV,0.6024960169941582,0.6153846153846154,110,576,22,5,-8.0
18298,1,7,3,F9,0.0,0.5013150973172015,134,853,10,15,21.0
18299,1,5,1,DL,0.5671476137624861,0.0,203,1076,13,0,-8.0
18300,1,4,7,WN,0.0,0.0,160,992,19,35,150.0
18301,1,5,1,UA,0.6024960169941582,0.5909090909090909,224,1620,12,45,17.0
18302,1,4,7,MQ,0.5535870516185477,0.0,78,396,17,25,63.0
18303,1,3,6,AA,0.0,0.0,70,236,20,5,96.0
18304,1,7,3,WN,0.0,0.0,225,1363,8,45,-1.0
18305,1,5,1,MQ,0.5789473684210527,0.5669613974552512,90,215,7,0,27.0
18306,1,4,7,OO,0.0,0.0,194,1091,11,41,30.0
18307,1,2,5,MQ,0.0,0.51004702864472,110,674,12,20,78.0
18308,1,3,6,WN,0.0,0.0,55,197,9,50,-10.0
18309,1,2,5,WN,0.0,0.0,70,308,20,35,182.0
18310,1,7,3,UA,0.5671476137624861,0.5013150973172015,270,1620,7,51,4.0
18311,1,4,7,DL,0.0,0.0,115,581,11,0,29.0
18312,1,3,6,DL,0.0,0.0,85,373,12,5,-13.0
18313,1,7,3,DL,0.5222222222222223,0.0,61,151,9,38,-11.0
18314,1,4,7,WN,0.0,0.0,75,220,11,50,10.0
18315,1,2,5,AA,0.5535870516185477,0.0,150,1021,8,55,93.0
18316,1,4,7,UA,0.0,0.0,341,2398,18,44,-6.0
18317,1,2,5,AA,0.0,0.51004702864472,175,1017,18,5,15.0
18318,1,5,1,WN,0.0,0.5013150973172015,140,836,6,5,-15.0
18319,1,5,1,VX,0.0,0.0,200,1476,7,20,5.0
18320,1,2,5,AA,0.5692307692307692,0.51004702864472,145,721,8,0,29.0
18321,1,5,1,B6,0.5182724252491694,0.0,347,2153,18,59,39.0
18322,1,7,3,AS,0.0,0.0,155,978,6,15,5.0
18323,1,7,3,WN,0.0,0.0,125,577,6,30,3.0
18324,1,7,3,MQ,0.5535870516185477,0.6233766233766234,46,134,9,30,4.0
18325,1,6,2,WN,0.0,0.5460992907801419,165,1211,13,20,130.0
18326,1,6,2,WN,0.0,0.5013150973172015,190,1085,16,40,-3.0
18327,1,4,7,DL,0.0,0.0,75,226,16,20,20.0
18328,1,2,5,EV,0.0,0.5455043859649122,161,946,16,43,-12.0
18329,1,3,6,EV,0.0,0.5945945945945946,49,74,12,50,-16.0
18330,1,2,5,B6,0.0,0.0,244,1598,18,29,15.0
18331,1,2,5,WN,0.0,0.0,80,386,9,5,21.0
18332,1,4,7,DL,0.0,0.5909090909090909,134,762,8,45,0.0
18333,1,3,6,EV,0.0,0.5013150973172015,114,563,7,21,10.0
18334,1,4,7,F9,0.0,0.5013150973172015,129,680,5,45,-9.0
18335,1,2,5,UA,0.0,0.0,211,1303,20,0,0.0
18336,1,3,6,AA,0.5671476137624861,0.0,192,1096,6,0,-19.0
18337,1,2,5,AA,0.0,0.0,365,2342,14,0,-39.0
18338,1,7,3,UA,0.0,0.0,180,1023,7,29,-2.0
18339,1,2,5,DL,0.0,0.0,141,689,16,0,2.0
18340,1,4,7,WN,0.0,0.0,50,187,14,15,11.0
18341,1,5,1,OO,0.0,0.0,85,262,10,27,59.0
18342,1,3,6,DL,0.5182724252491694,0.0,386,2422,9,0,6.0
18343,1,2,5,WN,0.6024960169941582,0.0,115,628,16,45,21.0
18344,1,4,7,WN,0.0,0.5191489361702127,105,562,17,10,25.0
18345,1,2,5,MQ,0.6923076923076923,0.5669613974552512,65,147,11,20,-20.0
18346,1,5,1,OO,0.0,0.0,70,230,17,15,97.0
18347,1,4,7,DL,0.0,0.0,87,356,11,0,-8.0
18348,1,2,5,WN,0.0,0.0,75,302,7,40,1.0
18349,1,2,5,UA,0.5414123801220575,0.5669613974552512,142,678,7,37,20.0
18350,1,6,2,WN,0.0,0.0,155,872,12,25,-11.0
18351,1,3,6,EV,0.0,0.0,76,308,13,24,81.0
18352,1,3,6,UA,0.0,0.0,190,1068,6,0,-2.0
18353,1,6,2,OO,0.6091626479614204,0.5925925925925926,95,397,21,11,79.0
18354,1,6,2,B6,0.0,0.0,62,200,12,0,8.0
18355,1,3,6,EV,0.0,0.6428571428571429,42,83,19,41,19.0
18356,1,6,2,AA,0.0,0.0,327,2556,8,28,-6.0
18357,1,1,4,F9,0.6024960169941582,0.0,119,775,10,25,12.0
18358,1,2,5,WN,0.6024960169941582,0.0,145,1014,19,30,27.0
18359,1,1,4,MQ,0.6091626479614204,0.0,58,224,14,20,-2.0
18360,1,3,6,B6,0.0,0.0,241,1598,19,55,0.0
18361,1,7,3,DL,0.0,0.0,234,1576,6,25,-15.0
18362,1,4,7,OO,0.5356359649122807,0.5135135135135135,85,287,15,45,156.0
18363,1,7,3,EV,0.6024960169941582,0.0,102,541,10,5,11.0
18364,1,3,6,AA,0.5535870516185477,0.0,65,224,11,40,69.0
18365,1,5,1,AS,0.0,0.0,350,2640,13,25,-50.0
18366,1,4,7,HA,0.0,0.0,33,102,18,28,0.0
18367,1,5,1,B6,0.0,0.0,192,1189,12,18,88.0
18368,1,2,5,F9,0.0,0.0,240,1824,21,55,-14.0
18369,1,5,1,DL,0.0,0.0,252,1927,9,42,-18.0
18370,1,2,5,MQ,0.5454545454545454,0.51004702864472,85,404,7,25,50.0
18371,1,1,4,WN,0.0,0.0,55,197,9,30,-10.0
18372,1,4,7,NK,0.0,0.51004702864472,196,1457,18,59,66.0
18373,1,6,2,DL,0.0,0.5794392523364486,65,196,19,40,-7.0
18374,1,5,1,DL,0.5356359649122807,0.0,141,594,7,25,21.0
18375,1,4,7,UA,0.0,0.0,312,2475,21,46,-1.0
